Institution,BuildingId,FloorNumber,Average Number of Residents,Previously infected (%),Vaccine coverage (%),Population immunity (%)
27,-107910098,1,61,55,91,93
27,-107910098,2,79,55,85,90
27,-107909906,1,63,54,83,93
27,-107909906,2,68,45,83,89
27,-107909890,1,66,55,87,95
27,-107909890,2,64,51,86,89
27,-74443042,1,2,32,100,100
27,-74354930,1,114,35,97,98
27,-74354930,2,134,32,93,94
27,-74354706,1,117,48,96,97
27,-74354706,2,141,32,96,96
27,-74354690,1,116,39,97,98
27,-74354690,2,139,20,92,95
28,-913307618,1,9,37,73,80
28,-913307602,1,12,35,76,82
28,-829330130,1,104,35,80,85
28,-426676978,1,48,17,84,85
28,-426676978,2,40,15,78,80
28,-426676962,1,35,17,74,78
28,-426676962,2,33,21,77,77
28,-426676946,1,40,33,83,89
28,-426676946,2,38,43,88,91
28,-426676802,1,31,29,81,86
28,-426676802,2,31,35,71,75
28,-426676786,1,25,19,73,75
28,-426676786,2,25,26,80,82
28,-426676770,1,39,41,76,86
28,-426676770,2,34,44,88,95
28,-426676754,1,34,27,82,88
28,-426676754,2,39,42,79,89
28,-426676738,1,37,33,66,80
28,-426676738,2,42,23,84,85
28,-409899762,1,49,34,77,84
28,-409899762,2,46,36,77,81
28,-409899746,1,29,45,71,87
28,-409899746,2,28,27,66,74
28,-409899730,1,28,37,78,83
28,-409899730,2,28,22,74,78
28,-409899586,1,16,41,87,92
28,-409899586,2,23,43,94,95
28,-409899570,1,43,41,74,82
28,-409899570,2,43,39,86,90
28,-409899554,1,49,45,81,88
28,-409899554,2,44,52,76,89
28,-409899538,1,32,41,78,84
28,-409899538,2,29,35,76,83
28,-409899522,1,51,43,84,89
28,-409899522,2,44,44,75,77
28,-409770642,1,2,0,50,50
28,-208573154,1,77,25,72,77
28,-208573138,1,49,52,71,87
28,-107997474,1,1,20,100,100
28,-107909874,1,56,29,73,82
28,-107909874,2,51,28,71,84
28,-107909858,1,56,29,71,79
28,-107909858,2,51,35,80,85
28,-107909842,1,59,22,80,84
28,-107909842,2,55,15,76,78
28,-107909698,1,14,69,65,88
28,-107909698,2,11,65,63,79
28,-107909682,1,17,31,71,79
28,-107909682,2,12,37,65,77
28,-107909666,1,43,45,83,91
28,-107909666,2,44,28,79,84
28,-107909650,1,50,37,79,85
28,-107909650,2,47,44,81,88
28,-107909634,1,50,46,83,93
28,-107909634,2,47,34,78,85
28,-107780754,1,1,0,100,100
29,-913303842,1,3,78,97,98
29,-913288370,1,35,44,84,92
29,-829330130,1,98,48,78,87
29,-426750242,1,22,100,84,100
29,-426676978,1,97,72,88,97
29,-426676978,2,111,72,94,99
29,-426676962,1,89,81,87,98
29,-426676962,2,103,86,84,97
29,-426676946,1,90,78,90,97
29,-426676946,2,103,78,88,95
29,-409973026,1,34,100,93,100
29,-409899762,1,92,90,94,98
29,-409899762,2,101,90,97,98
29,-409899746,1,86,88,97,100
29,-409899746,2,98,94,92,100
29,-409899730,1,94,87,98,100
29,-409899730,2,96,88,96,98
29,-124687090,1,57,51,81,91
29,-124687090,2,68,62,83,91
29,-124687074,1,85,58,90,94
29,-124687074,2,83,52,85,92
29,-124687058,1,79,65,85,95
29,-124687058,2,81,70,79,94
29,-124686866,1,85,62,86,92
29,-124686866,2,98,84,89,98
29,-124686850,1,76,60,82,91
29,-124686850,2,80,67,86,92
29,-107909874,1,9,76,78,92
29,-107909874,2,11,86,77,96
29,-107909858,1,46,21,67,74
29,-107909858,2,51,22,68,79
29,-107909842,1,34,36,66,82
29,-107909842,2,32,28,54,62
29,-107909698,1,52,48,70,84
29,-107909698,2,54,40,78,90
29,-107909682,1,46,32,68,84
29,-107909682,2,50,40,67,87
29,-107909666,1,50,17,77,81
29,-107909666,2,54,13,80,82
29,-107909650,1,49,22,79,84
29,-107909650,2,57,20,77,83
29,-107909634,1,9,67,79,89
29,-107909634,2,9,80,81,96
29,-91132658,1,93,50,89,92
29,-91132658,2,118,53,83,90
29,-91132642,1,147,67,90,97
29,-91132642,2,179,74,94,98
29,-91132626,1,102,75,93,96
29,-91132626,2,123,81,96,99
29,-74355442,1,76,75,81,94
29,-74355442,2,89,80,84,97
29,-74355426,1,21,65,78,89
29,-74355426,2,31,67,80,94
29,-74355410,1,46,57,81,88
29,-74355410,2,77,65,85,93
29,-74355218,1,71,69,82,95
29,-74355218,2,89,69,88,94
29,-74355202,1,76,62,85,91
29,-74355202,2,88,73,87,96
29,-40801010,1,107,68,93,96
29,-40801010,2,139,71,90,98
29,-40800994,1,144,83,90,99
29,-40800994,2,181,83,92,98
29,-40800978,1,92,29,92,94
29,-40800978,2,116,35,87,92
30,-968594130,1,69,46,61,70
30,-968463058,1,79,72,92,95
30,-968331986,1,66,68,86,95
30,-968135378,1,53,72,88,97
30,-968069842,1,59,61,81,93
30,-968004306,1,64,52,80,91
30,-967480018,1,59,50,70,80
30,-967414482,1,51,53,70,88
30,-967348946,1,51,46,77,85
30,-967283410,1,73,39,73,81
30,-967152338,1,71,37,70,79
30,-967086802,1,58,58,85,91
30,-966955730,1,58,69,87,91
30,-966496978,1,47,66,96,98
30,-966431442,1,51,64,86,94
30,-966038226,1,48,60,97,98
30,-965972690,1,49,62,99,99
30,-965907154,1,60,63,74,88
30,-965448402,1,55,66,83,96
30,-965317330,1,68,53,63,78
30,-965186258,1,56,64,86,96
30,-965120722,1,50,61,99,99
30,-965055186,1,71,40,70,77
30,-964989650,1,63,50,79,85
30,-964924114,1,76,61,74,86
30,-964858578,1,59,50,73,79
30,-961254098,1,55,45,85,91
30,-961057490,1,54,53,87,92
30,-960991954,1,58,39,73,80
30,-960926418,1,59,41,77,88
30,-913305970,1,4,75,84,97
30,-913303842,1,2,73,99,99
30,-426676946,1,312,59,76,87
30,-426676946,2,343,57,77,87
30,-409899730,1,330,50,78,87
30,-409899730,2,357,53,77,88
30,-107983138,1,27,100,70,100
30,-107909874,1,37,51,79,89
30,-107909874,2,36,52,78,87
30,-107909858,1,41,44,69,81
30,-107909858,2,59,33,63,72
30,-107909842,1,67,57,83,94
30,-107909842,2,69,55,84,94
30,-107909650,1,63,71,81,95
30,-107909650,2,67,71,77,95
30,-107909634,1,77,57,76,92
30,-107909634,2,80,59,75,89
31,-913288370,1,9,48,95,97
31,-426750242,1,24,99,73,100
31,-426677218,1,86,39,77,89
31,-426677218,2,89,41,77,88
31,-426677202,1,79,36,77,90
31,-426677202,2,88,39,81,90
31,-426677186,1,38,35,76,83
31,-426677186,2,51,41,76,86
31,-426676818,1,13,58,77,93
31,-426676818,2,22,41,71,83
31,-426676802,1,87,36,78,89
31,-426676802,2,91,38,67,81
31,-426676786,1,21,34,77,83
31,-426676786,2,15,31,68,76
31,-409987362,1,2,25,84,94
31,-409899762,1,65,27,75,85
31,-409899762,2,72,27,88,93
31,-409899746,1,76,38,82,96
31,-409899746,2,80,29,83,94
31,-409899730,1,26,13,83,91
31,-409899730,2,39,13,92,94
31,-409899554,1,66,34,89,96
31,-409899554,2,71,33,87,97
31,-409899538,1,71,40,87,95
31,-409899538,2,84,31,85,91
31,-409899522,1,62,34,84,94
31,-409899522,2,77,28,89,94
31,-124687186,1,143,51,91,97
31,-124686578,1,89,62,89,93
31,-124686578,2,93,63,88,94
31,-124686562,1,93,62,94,97
31,-124686562,2,90,57,93,96
31,-124686546,1,97,78,95,99
31,-124686546,2,95,70,93,98
31,-124686530,1,92,52,92,96
31,-124686530,2,92,51,90,92
31,-124686338,1,146,49,86,90
31,-107997474,1,3,72,95,99
31,-107910130,1,97,70,96,99
31,-107910130,2,95,64,89,95
31,-107909954,1,143,43,90,93
31,-107909938,1,46,100,84,100
31,-107909922,1,111,66,86,96
31,-107909906,1,97,58,91,96
31,-107909906,2,91,68,85,93
31,-107909890,1,98,51,90,94
31,-107909890,2,95,53,83,91
32,-913305970,1,7,26,90,90
32,-913303842,1,2,73,99,100
32,-913299794,1,13,100,90,100
32,-913293954,1,5,40,100,100
32,-913293906,1,17,57,100,100
32,-913289506,1,27,89,97,100
32,-913288370,1,42,38,81,86
32,-426676978,1,169,63,99,100
32,-426676962,1,74,55,96,99
32,-426676946,1,78,51,98,99
32,-426676754,1,172,62,97,99
32,-426676738,1,171,69,97,100
32,1669007758,1,95,73,97,100
32,1669007758,2,111,67,97,99
32,1669007758,3,116,65,96,99
32,1669007758,4,82,63,94,98
32,1669007758,5,87,64,98,100
32,1669008782,1,147,69,95,97
32,1669008782,2,146,71,93,99
32,1669008782,3,150,69,98,99
32,1669008782,4,142,74,90,97
32,1669008782,5,143,70,90,97
32,1669015166,1,18,65,94,98
32,1669015166,2,22,62,97,99
32,1669015166,3,25,62,93,99
32,1669018254,1,125,73,97,98
32,1669018254,2,136,71,95,98
32,1669018254,3,136,73,97,100
32,1669018254,4,141,75,95,99
32,1669018254,5,142,79,93,100
32,1669018254,6,54,67,100,100
32,1669020558,1,84,68,90,94
32,1669020558,2,84,51,89,91
32,1669020558,3,101,50,78,88
32,1669020558,4,98,58,90,93
32,1669020558,5,98,63,85,94
33,-913307266,1,19,45,90,94
33,-913303842,1,4,30,92,94
33,-829330002,1,102,37,81,86
33,-426676978,1,74,25,72,81
33,-426676978,2,70,26,75,83
33,-426676962,1,62,25,56,66
33,-426676962,2,68,17,54,58
33,-426676946,1,71,27,68,77
33,-426676946,2,71,17,72,74
33,-426676754,1,72,39,70,80
33,-426676754,2,72,30,71,79
33,-426676738,1,75,27,70,77
33,-426676738,2,72,40,71,83
33,-409899762,1,69,51,81,87
33,-409899762,2,88,31,76,81
33,-409899746,1,78,46,77,87
33,-409899746,2,85,39,82,85
33,-409899730,1,67,36,88,94
33,-409899730,2,87,40,83,89
33,-409899538,1,66,40,87,92
33,-409899538,2,70,36,83,86
33,-409899522,1,65,47,82,91
33,-409899522,2,74,41,82,92
33,-208660770,1,1,0,100,100
33,-208573154,1,24,7,71,71
33,-208573138,1,27,10,72,76
33,-124687090,1,38,31,79,85
33,-124687090,2,44,34,79,88
33,-124687074,1,40,37,91,93
33,-124687074,2,47,40,83,87
33,-124687058,1,35,25,81,84
33,-124687058,2,36,33,72,77
33,-124686914,1,49,41,85,89
33,-124686914,2,51,32,84,90
33,-124686898,1,51,41,90,95
33,-124686898,2,54,49,86,94
33,-124686882,1,36,37,78,83
33,-124686882,2,39,34,74,84
33,-124686866,1,50,29,87,90
33,-124686866,2,53,37,86,92
33,-124686850,1,41,43,84,90
33,-124686850,2,44,39,85,87
33,-107909874,1,48,21,67,71
33,-107909874,2,46,19,61,70
33,-107909858,1,52,22,74,81
33,-107909858,2,53,20,76,85
33,-107909842,1,46,32,78,87
33,-107909842,2,48,26,78,82
33,-107909698,1,55,30,78,88
33,-107909698,2,52,25,71,78
33,-107909682,1,8,57,78,88
33,-107909682,2,9,63,82,96
33,-107909666,1,24,25,74,78
33,-107909666,2,30,28,69,72
33,-107909650,1,23,26,76,78
33,-107909650,2,28,28,73,77
33,-107909634,1,54,26,79,81
33,-107909634,2,50,19,69,72
33,-7246562,1,66,25,68,74
33,-7246546,1,48,31,80,84
34,-913303842,1,2,61,98,100
34,-913289506,1,2,100,100,100
34,-913288370,1,20,43,95,96
34,-426676978,1,236,82,93,97
34,-426676962,1,221,54,96,98
34,-426676946,1,197,67,96,98
34,-426676738,1,204,62,94,97
34,-409899762,1,28,52,87,93
34,-409899762,2,20,51,77,86
34,-409899746,1,158,33,88,92
34,-409899730,1,157,33,86,90
34,-409899522,1,18,64,91,96
34,-409899522,2,22,45,80,85
34,-124687090,1,205,58,93,95
34,-124687074,1,223,57,95,97
34,-124687058,1,216,76,96,98
34,-124686850,1,214,57,93,96
34,-107909874,1,223,73,94,97
34,-107909858,1,215,49,92,95
34,-107909842,1,186,52,94,97
34,-107909634,1,212,79,92,97
35,-913303842,1,1,84,91,98
35,-913288370,1,12,22,62,66
35,-426676978,1,77,14,67,73
35,-426676978,2,93,14,62,67
35,-426676962,1,49,9,58,61
35,-426676962,2,58,10,56,59
35,-426676946,1,59,12,65,68
35,-426676946,2,65,10,63,66
35,-426676770,1,42,31,53,69
35,-426676770,2,49,28,50,63
35,-426676754,1,39,14,59,63
35,-426676754,2,44,14,51,57
35,-426676738,1,45,11,59,62
35,-426676738,2,53,10,56,59
35,-409899762,1,72,69,78,90
35,-409899762,2,76,75,79,91
35,-409899746,1,68,57,69,88
35,-409899746,2,66,59,75,93
35,-409899730,1,59,50,68,84
35,-409899730,2,67,61,78,90
35,-409899538,1,71,57,77,90
35,-409899538,2,72,61,79,89
35,-409899522,1,37,44,64,79
35,-409899522,2,36,47,60,76
35,-208662898,1,4,29,94,94
35,-208573154,1,45,37,61,78
35,-208573154,2,30,49,51,74
35,-208573138,1,22,100,35,100
35,-208573138,2,11,100,67,100
35,-124687090,1,49,10,48,53
35,-124687090,2,71,8,45,49
35,-124687074,1,46,10,46,50
35,-124687074,2,52,7,44,47
35,-124687058,1,51,6,45,47
35,-124687058,2,60,6,45,47
35,-124686898,1,123,14,48,56
35,-124686882,1,29,22,61,67
35,-124686882,2,37,31,60,72
35,-124686866,1,62,12,51,57
35,-124686866,2,69,12,49,56
35,-124686850,1,47,8,44,47
35,-124686850,2,54,5,40,42
35,-107909874,1,122,16,51,59
35,-107909874,2,92,13,46,52
35,-107909858,1,103,13,61,65
35,-107909858,2,77,11,56,60
35,-107909842,1,122,20,62,69
35,-107909842,2,97,14,59,64
35,-107909634,1,121,19,49,58
35,-107909634,2,90,20,51,59
35,-57578226,1,135,21,63,69
35,-57578210,1,156,20,52,61
35,-57578194,1,159,30,48,63
35,-57577986,1,153,17,63,70
NA,NA,NA,32,22,73,77
